date,close,volume,open,high,low
26-01-2015,206.55,3231121,201.83,208.62,201.05
23-01-2015,201.29,3441052,200.29,203.5,198.33
22-01-2015,201.62,4103753,197,203.24,195.2
21-01-2015,196.57,4144121,189.55,198.68,189.51
20-01-2015,191.93,4490681,193.87,194.1199,187.04
16-01-2015,193.07,3590855,190.7,194.49,189.65
15-01-2015,191.87,5204777,194.49,195.7499,190
14-01-2015,192.69,11516340,185.83,195.2,185
13-01-2015,204.25,4247704,203.32,207.61,200.911
12-01-2015,202.21,5945607,203.05,204.47,199.25
09-01-2015,206.66,4591310,208.92,209.98,204.96
08-01-2015,210.615,3434901,212.81,213.7999,210.01
07-01-2015,210.95,2965330,213.35,214.78,209.78
06-01-2015,211.28,6257651,210.06,214.2,204.21
05-01-2015,210.09,5355485,214.55,216.5,207.1626
02-01-2015,219.31,4753239,222.87,223.25,213.26
31-12-2014,222.41,2392947,223.09,225.68,222.25
30-12-2014,222.23,2898272,223.99,225.654,221.4
29-12-2014,225.71,2802982,226.9,227.91,224.02
26-12-2014,227.82,3324437,221.51,228.5,221.5
24-12-2014,222.26,1333518,219.77,222.5,219.25
23-12-2014,220.97,4509545,223.81,224.315,219.5242
22-12-2014,222.6,4802547,220,224.06,218.26
19-12-2014,219.29,6902061,220.19,220.4,214.5
18-12-2014,218.26,7465122,212.38,218.44,211.8
17-12-2014,205.82,7363036,193.06,206.65,192.65
16-12-2014,197.81,8416179,200.89,203.68,195.37
15-12-2014,204.04,5195647,209.29,209.8,202.67
12-12-2014,207,7167174,204.82,211.68,204.5
11-12-2014,208.88,6684459,210.53,215.43,208.23
10-12-2014,209.84,7308173,214.13,216.77,207.7
09-12-2014,216.89,9427065,209.34,217.7294,204.27
08-12-2014,214.36,9217376,221.54,224.86,212.34
05-12-2014,223.71,6061390,228.67,229.389,222.26
04-12-2014,228.28,3862801,228.6,230.9,227.81
03-12-2014,229.3,5299675,226.25,229.72,225.5
02-12-2014,231.43,5871559,234.57,234.88,228
01-12-2014,231.64,8603799,241.16,242.47,229.01
28-11-2014,244.52,2119688,245.35,246.6899,242.52
26-11-2014,248.44,1980832,248.34,249,246.6003
25-11-2014,248.09,3154710,247.35,249.72,246.0905
24-11-2014,246.72,4780202,245.2,247.6,240.64
21-11-2014,242.78,7462672,252.21,252.78,242.17
20-11-2014,248.71,3583496,247.95,250.93,246
19-11-2014,247.74,7912956,250.61,251.88,245.6
18-11-2014,257.7,4467427,255.86,259.99,255.51
17-11-2014,253.98,4017356,257.49,259,252.02
14-11-2014,258.68,6093385,250,258.85,248.5
13-11-2014,251.7,6230288,250.62,255.75,250.25
12-11-2014,249.1,5861639,249.72,252.34,245.58
11-11-2014,251.08,7946898,242.55,251.82,242
10-11-2014,241.93,4563814,239.11,242.88,236.8
07-11-2014,240.2,5154893,242.19,242.8399,237.2
06-11-2014,241.22,15336550,234.49,246.69,228.5
05-11-2014,230.97,8497418,241,241.36,230.53
04-11-2014,238.93,3673632,240.49,242.35,236.53
03-11-2014,242.59,4203208,243,247.56,241.32
31-10-2014,241.7,3765160,242.51,243.12,238.75
30-10-2014,238.66,3225881,238.14,240.5,235.06
29-10-2014,238.1,4961013,241.13,241.5,235.64
28-10-2014,242.77,10443900,229.6,244.6,228.25
27-10-2014,221.67,9532988,234.25,234.61,220.31
24-10-2014,235.24,3458805,236.27,237.8,231.2
23-10-2014,235.29,3486305,234.655,236.28,232
22-10-2014,231.1,4116243,233.19,237.39,230.56
21-10-2014,235.34,4106596,234.27,235.39,230.8
20-10-2014,230.47,3489785,226.72,232.4,225.51
17-10-2014,227.48,10547970,233.38,234.77,226.55
16-10-2014,226.35,5393830,219.72,229.92,219.1
15-10-2014,229.7,9118331,220,230.99,217.32
14-10-2014,227.06,7099492,228.25,232.47,223
13-10-2014,224.59,11251400,238.57,238.9628,221
10-10-2014,236.91,12885920,244.64,245.89,235.2
09-10-2014,257.01,7339097,262.25,265.54,254.4
08-10-2014,259.28,5046873,260.1,262.88,252.64
07-10-2014,259.57,4478558,258.53,261.46,255.73
06-10-2014,260.62,7706193,259.13,262.49,257.8
03-10-2014,255.21,5403599,253.06,256.5,251.033
02-10-2014,251.42,8988300,250.2,252.79,245.36
01-10-2014,240.24,5940566,242.2,242.66,235.65
30-09-2014,242.68,4236096,246.92,247.65,240.1249
29-09-2014,245.26,4851868,244,248.64,241.38
26-09-2014,246.6,3794912,248.25,249.73,246.07
25-09-2014,246.95,4832853,252.52,254.96,246.1
24-09-2014,252.14,3745005,251.12,252.84,247.04
23-09-2014,250.41,5656567,245.22,253.8,245
22-09-2014,250.03,8209186,255,256.02,244.71
19-09-2014,259.32,6800975,257.99,261.43,255.27
18-09-2014,263.82,3689477,263.36,265.6,262.32
17-09-2014,261.38,5172994,262.41,264.7,259.5
16-09-2014,260.74,8297454,255.15,262.46,252.42
15-09-2014,253.86,16433840,274.37,274.4,249.13
12-09-2014,279.2,3323300,280.5,282.39,277
11-09-2014,280.31,3761617,280.46,284.79,278.63
10-09-2014,281.1,3776593,279.5,281.41,273.66
09-09-2014,278.48,4556123,282.99,285.49,277
08-09-2014,282.11,5495160,277.62,284.88,277.5227
05-09-2014,277.39,11163820,282.55,282.9,272.51
04-09-2014,286.04,8266173,284.01,291.42,280.4
03-09-2014,281.19,6766420,287.67,288,280.1
02-09-2014,284.12,9782339,275.5,284.89,274.3
29-08-2014,269.7,6436176,268.7,272,267.51
28-08-2014,263.86,2843648,261.89,264.48,261.64
27-08-2014,263.25,2983830,263.5,264.24,260.29
26-08-2014,261.74,3812541,264.98,265.5,261.66
25-08-2014,262.55,4304272,258.19,263.68,258.19
22-08-2014,256.78,2833061,254.54,256.9499,252.61
21-08-2014,254.34,2910671,256.52,258.8,253.26
20-08-2014,255.71,3012856,254.67,258.74,253
19-08-2014,256.76,5332746,258.87,259.33,251.62
18-08-2014,259.94,5830865,263.25,267.26,259.75
15-08-2014,262.01,3855470,261.48,262.09,258.5
14-08-2014,261.38,4116762,262.49,263,256.5
13-08-2014,260.31,6896614,262.01,265.64,259.61
12-08-2014,259.96,6375347,258.08,260.3,254.5801
11-08-2014,259.32,8062178,255.48,263.74,255
08-08-2014,248.13,5087861,251.16,251.76,246.5
07-08-2014,252.39,7446499,250.12,256.688,249.12
06-08-2014,248.9301,9215111,238.9,251.42,238.58
05-08-2014,238.49,5374539,237.47,242.99,235.69
04-08-2014,238.52,5958085,234.38,240.5,233.27
01-08-2014,233.27,11890160,226.09,237.5,226
31-07-2014,223.3,7578882,229.26,231.4,221.5
30-07-2014,228.92,4913849,221.92,229.6,221.04
29-07-2014,225.01,3379790,226.61,228.3,224.86
28-07-2014,224.82,6500081,224.25,232,221.402
25-07-2014,223.57,3086412,222.72,226.97,221.75
24-07-2014,223.54,3112168,223.25,225.1,220.8
23-07-2014,222.49,3076389,220.01,224.75,219.43
22-07-2014,219.58,2726970,222.19,223.3,219.1113
21-07-2014,220.54,3820853,217.25,223.21,216.72
18-07-2014,220.0201,4251431,215.95,221.21,215.93
17-07-2014,215.4,4647517,216.16,220.55,213.6
16-07-2014,217.16,4041669,221.82,224.8,216.82
15-07-2014,219.58,5714611,226.73,227.65,218.1
14-07-2014,226.7,7197985,219.99,228.79,215.4502
11-07-2014,218.13,3299420,220.61,221.6,217.6
10-07-2014,219.46,4860182,217.18,222.22,216.04
09-07-2014,223.06,4109200,221.27,224.22,219.21
08-07-2014,219.07,7835876,218.65,220.96,214.27
07-07-2014,222.66,5890031,227.5,229.78,220.4
03-07-2014,229.25,5166716,231.29,231.8984,224
02-07-2014,229.425,8023360,240.66,242.33,227.07
01-07-2014,239.72,4335572,242.46,243.44,238.7
30-06-2014,240.06,4827429,239.55,244.49,239
27-06-2014,239.06,5630478,234.69,240,234.5001
26-06-2014,235.6,5115863,237.17,240.4,234.211
25-06-2014,236.891,5797647,233.05,237.55,230.24
24-06-2014,232.5,8072941,238.97,241.88,231.6278
23-06-2014,237.22,7786840,229.51,238.99,228.22
20-06-2014,229.59,4833831,228.52,231.29,226.2
19-06-2014,227.79,8787412,228.88,235.31,227
18-06-2014,227.12,6935728,231.5,231.71,226.12
17-06-2014,231.67,13245010,224.11,235.54,222.85
16-06-2014,224.61,13179430,206.76,225.49,206.26
13-06-2014,206.42,3538580,204.78,206.79,201.584
12-06-2014,203.52,5990869,205.1,209.88,202.71
11-06-2014,204.47,3972835,201.5,205,199.251
10-06-2014,202.3,3512577,204.43,206.97,201.55
09-06-2014,205.31,2797244,207.95,209.99,204.2
06-06-2014,208.171,3072420,209.75,210.81,207.18
05-06-2014,206.9,4050298,204.47,209.2,204.05
04-06-2014,203.99,3426272,204.35,206.26,200.396
03-06-2014,204.94,3851031,203.49,208,202.59
02-06-2014,204.7,4652328,207.33,209.35,201.67
30-05-2014,207.77,5575300,210.3,214.8,207.02
29-05-2014,210.24,3689058,210.57,212.49,207.72
28-05-2014,210.24,5493348,210.02,212.77,205.26
27-05-2014,211.56,5341031,208.52,213.87,207.7
23-05-2014,207.3,4006375,204.53,207.76,202.5
22-05-2014,204.88,6211225,200.35,206.88,199.5604
21-05-2014,199.45,5279959,196.18,199.87,194.79
20-05-2014,195.3,5543292,196.94,199.33,193.0701
19-05-2014,196.09,4561228,190.72,196.89,190
16-05-2014,191.56,4483793,188.95,192.04,187.72
15-05-2014,188.59,6034175,189.98,192.6599,185.3
14-05-2014,190.62,5406485,188.95,193.48,187.1
13-05-2014,190.16,7084879,183.76,191.34,183
12-05-2014,184.67,6993022,183.87,187.19,179.88
09-05-2014,182.26,8479005,179.86,183.4,177.22
08-05-2014,178.59,20019100,182,194.4,178
07-05-2014,201.35,9790232,209.64,210.2,197.25
06-05-2014,207.28,5620063,216.6,218.6596,206.85
05-05-2014,216.61,5141376,209.48,217.69,208.52
02-05-2014,210.91,4082110,208.6,211.36,206.52
01-05-2014,207.73,5435136,207.08,214.02,205.69
30-04-2014,207.89,4432163,203.6,208.16,201.28
29-04-2014,206.92,5777233,198.21,207.149,195.5301
28-04-2014,198.51,7033657,200,203.7899,190.5
25-04-2014,199.85,6981460,202,206.7,197.65
24-04-2014,207.86,5491680,210.81,212.8,203.2
23-04-2014,207.99,7268439,216.33,216.74,207
22-04-2014,218.64,9794687,206.36,219.33,205.01
21-04-2014,204.38,5253883,197.08,206.2,194
17-04-2014,198.12,5924244,199.61,202.29,194.08
16-04-2014,199.11,7191261,197,199.99,190.82
15-04-2014,193.91,13653420,199.09,199.29,184.32
14-04-2014,198.09,7685123,207.6,208.44,194.41
11-04-2014,203.78,9065584,200.61,207,198.6
10-04-2014,204.19,7187816,216.82,217.5,203.7901
09-04-2014,216.93,5139881,216.76,218.45,210.89
08-04-2014,215.46,6874813,210.05,216.4899,206.42
07-04-2014,207.52,9828543,205.81,216.2,203.51
04-04-2014,212.225,11320310,226.01,228.27,211.25
03-04-2014,225.4,10908080,230.3,235.73,222
02-04-2014,230.29,10738310,220,230.89,218.05
01-04-2014,216.97,7353574,209.02,218.16,208.58
31-03-2014,208.45,8367389,216.5,216.75,206.39
28-03-2014,212.37,9666658,212.8,216.72,210.27
27-03-2014,207.32,9493537,212.37,213.6,203
26-03-2014,212.96,6886279,221.95,222.6,211.3501
25-03-2014,220.44,7852386,224.14,227.05,217.9
24-03-2014,220.17,11327430,229.75,229.9,210.27
21-03-2014,228.89,8214207,236.02,236.2,227.5
20-03-2014,234.91,3811031,236.16,239.25,233.36
19-03-2014,235.84,5063434,241.39,241.55,233.51
18-03-2014,240.04,6231210,236.95,241.5,235.02
17-03-2014,233.98,5898403,234.95,237.93,230.5
14-03-2014,230.97,8254035,235.29,236.9365,228.32
13-03-2014,237.79,6223150,243.79,244.19,234
12-03-2014,241.49,9779276,231.5,247.5,231.11
11-03-2014,234.41,8792986,236.5,244.6,232.4262
10-03-2014,238.84,7725236,242.7,243,236.06
07-03-2014,246.21,7806564,252.94,254.85,244.41
06-03-2014,252.94,7356920,254.14,257.5,249.45
05-03-2014,252.66,5932037,256.72,256.99,251.8
04-03-2014,254.84,8739446,258.48,260,252.83
03-03-2014,250.56,13083260,237.26,251.65,234.99
28-02-2014,244.81,14585150,249.65,252.68,242.55
27-02-2014,252.54,17939220,261.25,261.9,248.33
26-02-2014,253,24535130,258.58,265,247.5
25-02-2014,248,32648710,230,259.2,228.45
24-02-2014,217.65,8286273,208.76,218.36,208.32
21-02-2014,209.6,7817352,211.64,213.98,209.19
20-02-2014,209.97,18000940,215.01,215.21,206.27
19-02-2014,193.64,16038700,203.7,203.7,193.41
18-02-2014,203.7,9327414,205.244,206,201.3601
14-02-2014,198.23,6164371,198.1,201.88,197
13-02-2014,199.63,8024948,193.34,202.72,193.25
12-02-2014,195.32,5171888,195.78,198.269,194.32
11-02-2014,196.62,10681830,198.97,202.2,192.7
10-02-2014,196.56,12963450,189.34,199.3,189.32
07-02-2014,186.53,8951247,181.01,186.63,179.6
06-02-2014,178.38,5840728,176.3,180.11,176
05-02-2014,174.42,7267674,178.3,180.59,169.36
04-02-2014,178.73,4685739,180.7,181.6,176.2
03-02-2014,177.11,6764261,182.89,184.8797,175.16
31-01-2014,181.41,6507957,178.85,186,178.5146
30-01-2014,182.84,8562363,178,184.78,177.01
29-01-2014,175.23,5934083,175.3,179.09,173.131
28-01-2014,178.38,6090396,171.5,178.98,171
27-01-2014,169.62,8714715,175.16,177.92,164.71
24-01-2014,174.6,7684134,177.85,180.48,173.531
23-01-2014,181.5,7863768,177.23,182.38,173.42
22-01-2014,178.56,7021769,177.81,180.319,174.76
21-01-2014,176.68,9550446,171.24,177.29,170.81
17-01-2014,170.01,9205616,170.19,173.2,167.95
16-01-2014,170.97,11957980,162.5,172.7,162.4
15-01-2014,164.13,20461310,168.45,172.23,162.1
14-01-2014,161.27,27558800,140.5,162,136.671
13-01-2014,139.34,6314832,145.78,147,137.82
10-01-2014,145.7199,7445861,148.46,148.9,142.25
09-01-2014,147.53,5380624,152.5,153.43,146.85
08-01-2014,151.28,6154868,148.85,153.7,148.76
07-01-2014,149.36,5034083,147.62,150.4,145.25
06-01-2014,147,5361072,150,150.4,145.24
03-01-2014,149.56,4691589,150,152.19,148.601
02-01-2014,150.1,6188202,149.8,152.4769,146.55
31-12-2013,150.429,4262398,152.32,153.2,148.661
30-12-2013,152.44,4461968,151.12,154.81,150.75
27-12-2013,151.12,5459669,155.3,155.4999,150.8
26-12-2013,155.5,7111247,155.04,158,154.29
24-12-2013,151.41,9941485,150,154.97,149.82
23-12-2013,143.55,5330909,144.85,146.24,142.601
20-12-2013,143.24,7352177,141.58,144.35,141.58
19-12-2013,140.72,12730030,146.9,147,139.1
18-12-2013,147.98,11565140,152.24,154.9,145.95
17-12-2013,152.46,10472460,147.58,154.63,146.3235
16-12-2013,147.94,6660961,148.48,150.43,146.1
13-12-2013,147.654,10590620,148.05,151.8,147.32
12-12-2013,147.47,10741360,139.7,148.24,138.53
11-12-2013,139.65,7128291,141.88,143.05,139.49
10-12-2013,142.19,10725610,140.05,145.87,139.86
09-12-2013,141.6,9014394,137,141.7,134.21
06-12-2013,137.36,7881590,141.51,142.49,136.3
05-12-2013,140.48,9277795,140.15,143.35,139.5
04-12-2013,138.95,13121620,144.32,144.43,137.13
03-12-2013,144.7,25620170,132.68,144.94,131.59
02-12-2013,124.17,7642470,126.35,128.55,123.931
29-11-2013,127.28,9716219,129.77,130.59,126.98
27-11-2013,126.94,12342800,121.31,126.95,119.52
26-11-2013,120.5,13869230,119.38,122.72,116.1
25-11-2013,120.84,10257990,124.5,125.84,120.3
22-11-2013,121.38,11095140,121.58,122.75,117.93
21-11-2013,122.1,11890950,122.89,124.789,120.25
20-11-2013,121.11,13830110,126.08,127.45,119.06
19-11-2013,126.09,19783890,119.43,129,119.22
18-11-2013,121.58,23052140,135.27,135.45,119.61
15-11-2013,135.45,9870719,136.85,137.95,134.35
14-11-2013,137.6,12162530,138.92,140.4,134.111
13-11-2013,138.7,12619540,140.84,142.37,136.3425
12-11-2013,137.8,14904150,144.69,144.7,136.18
11-11-2013,144.698,13964490,141,145.42,137.1
08-11-2013,137.95,22446140,136.48,140.6,132.32
07-11-2013,139.772,22187220,144.19,145.65,137.62
06-11-2013,151.16,31029770,154.81,160.73,146.355
05-11-2013,176.81,21714180,180,181.43,171.3601
04-11-2013,175.2,13053120,165,175.3899,164.22
01-11-2013,162.17,7160261,163,165.9,160.41
31-10-2013,159.94,9332945,155.67,162.44,153.3
30-10-2013,159.22,8373362,164.63,167.6799,158.17
29-10-2013,164.47,14083380,162.76,165.4458,153
28-10-2013,162.86,7807152,170.18,170.5,162.2
25-10-2013,169.66,7577453,174.21,174.5,166.8
24-10-2013,173.15,10782700,165,174.5,162.8255
23-10-2013,164.5,13319270,168.91,171.81,160.15
22-10-2013,171.54,11385930,170.5,177.78,166.11
21-10-2013,172.6,11517300,183.28,183.39,171
18-10-2013,183.4,5907096,184.15,185.96,182.52
17-10-2013,182.802,6689169,183.54,184.8,180.99
16-10-2013,183.56,8189484,184.9,187.3,182.09
15-10-2013,183.94,10955250,185.28,188.789,183.18
14-10-2013,179.72,7757278,175,182.5,174.15
11-10-2013,178.7,8296133,172.75,179.288,171.2
10-10-2013,172.93,8836616,173.09,175.75,169.69
09-10-2013,168.78,15301220,174.73,174.99,161.5
08-10-2013,174.73,13724220,184.4,185.93,173.21
07-10-2013,183.07,11461000,182.46,186.73,180.26
04-10-2013,180.98,14367650,176.4,181.18,172.65
03-10-2013,173.31,23764970,175.045,179.69,168
02-10-2013,180.95,20717780,188.59,191.83,175.4
01-10-2013,193,7754694,193.96,194.23,188.37
30-09-2013,193.37,8923283,189,194.5,188
27-09-2013,190.9,5915047,187.52,191.28,186.43
26-09-2013,188.64,6614193,186.7,189.68,185.611
25-09-2013,185.238,8235227,183.56,186.3,180.5
24-09-2013,182.33,6272442,179.14,184.96,177.65
23-09-2013,181.11,8172719,184.48,185.48,177.11
20-09-2013,183.39,13375710,178.9,185.83,178.56
19-09-2013,177.92,15577020,170.8,180.47,169.08
18-09-2013,166.218,5322343,167.07,167.45,164.2
17-09-2013,166.23,5496924,165.08,168.42,163.361
16-09-2013,166.58,7579727,168,170.85,165.85
13-09-2013,165.54,5396873,162.77,166.37,162.16
12-09-2013,164.93,6095815,164,166.76,160.51
11-09-2013,163.52,5815497,166.41,167.895,162.13
10-09-2013,166.37,8947680,161.45,167.5,160.63
09-09-2013,160.7,14311250,163.12,164.5,158.51
06-09-2013,166.97,8601839,168.57,169.7,165.15
05-09-2013,169.93,6685292,170.1,171.5,168.25
04-09-2013,170.622,11447440,169.77,171.62,165.56
03-09-2013,168.94,12021470,173.4,173.7,166.4
30-08-2013,169,10997830,166.37,169.21,163.96
29-08-2013,166.06,9435470,164.215,167.75,162.51
28-08-2013,166.45,14713320,169.06,171.5,163.25
27-08-2013,167.01,17515670,162.3,168.8,160.9501
26-08-2013,164.22,24071200,165.15,173,160.25
23-08-2013,161.839,12913320,157,162.3,155
22-08-2013,157.1,10544220,149.22,157.48,148.14
21-08-2013,147.86,6249798,150,150.3091,146.25
20-08-2013,149.58,6387825,148.65,149.78,147
19-08-2013,144.9,8021902,143.427,147.38,142.83
16-08-2013,142,7093792,141.63,143.907,140.97
15-08-2013,139.67,10179070,136.4301,143.5999,135
14-08-2013,139.36,11680010,142.72,144.8399,138.05
13-08-2013,145.43,8724841,149.5,149.84,144.45
12-08-2013,147.38,14885790,149.43,150.5,142.05
09-08-2013,153,8926196,152.4,155.95,151.25
08-08-2013,153.48,27233590,154.355,158.88,150.46
07-08-2013,134.23,17818600,141.89,141.95,132.36
06-08-2013,142.15,9252258,144.75,145.73,141.1
05-08-2013,144.68,10170820,140.01,144.89,139.65
02-08-2013,138,6221159,134.59,138.25,133.61
01-08-2013,135.55,5307491,135,136.52,132.631
31-07-2013,134.28,6338258,132.57,134.975,131.45
30-07-2013,131.74,13119920,134.8,137.49,128.18
29-07-2013,134.62,9678085,129.32,135.37,128.25
26-07-2013,129.39,9627227,128.14,130.68,126.61
25-07-2013,124.07,5283874,120.4,124.75,120.19
24-07-2013,121.7,6866543,124.47,124.5,119.56
23-07-2013,122.74,7735416,124,125.56,121.82
22-07-2013,122.43,9797193,119.89,126.68,119.88
19-07-2013,119.68,5883963,118.5,120.55,116.51
18-07-2013,119.03,11364370,120.97,122.73,116.18
17-07-2013,120.25,25994150,106.52,121.62,104.5
16-07-2013,109.05,32325350,126.28,126.32,107.3
15-07-2013,127.26,9914409,133.03,133.259,126.82
12-07-2013,129.9,11341990,125.5,129.94,124.51
11-07-2013,125.61,7480691,124.88,126.09,122.35
10-07-2013,122.27,5692372,123.19,123.25,120.79
09-07-2013,123.45,8567075,124.64,125.32,121.91
08-07-2013,121.61,7804363,121.37,122.1799,118.82
05-07-2013,120.09,6815232,118.32,120.28,115.7
03-07-2013,115.24,4806662,118,119.25,114.27
02-07-2013,117.82,12061590,118.255,121.89,115.5
01-07-2013,117.179,10882830,109.36,117.77,109.15
28-06-2013,107.36,5747803,108.57,109.44,106.71
27-06-2013,109.25,8738707,106.75,110.25,106.132
26-06-2013,105.72,6592090,103.8,105.8699,102.66
25-06-2013,102.4,5845857,103.1,104.2,100.55
24-06-2013,101.49,7115222,96.5,102.87,95.3
21-06-2013,99.55,11702490,103.7,103.7,97.5
20-06-2013,100.65,10103660,104.65,107.13,99.45
19-06-2013,104.68,8578292,102.06,106.67,102.01
18-06-2013,103.39,8793233,101.75,103.98,99.2
17-06-2013,102.2,7063642,103.6,104.75,101.2
14-06-2013,100.3,6561448,100,102.52,99.33
13-06-2013,98.18,5961343,99,99.28,95.1201
12-06-2013,97.73,9184497,96.8,100.48,95.75
11-06-2013,94.47,7391870,98.18,98.68,94.05
10-06-2013,100.05,9207140,98.93,102.52,98.57
07-06-2013,102.04,10706180,98,102.9,96.7
06-06-2013,97.35,9509080,95.25,99.27,95.11
05-06-2013,95.37,12209560,93.66,97.9699,89.11
04-06-2013,94.84,8837894,92.75,96.42,92.4001
03-06-2013,92.59,19134000,97.62,97.62,88.25
31-05-2013,97.76,15145370,106.26,106.44,97.73
30-05-2013,104.95,16129720,102.46,109.54,101.2
29-05-2013,104.629,25061470,113.55,114.9,99
28-05-2013,110.334,19596090,101.55,110.75,100.3
24-05-2013,97.08,16077980,92.6,97.95,92
23-05-2013,92.73,12015700,84.805,93.01,83.05
22-05-2013,87.24,8564386,86.37,90.96,85.5
21-05-2013,87.59,8996046,88.5,89.99,85.2801
20-05-2013,89.94,8326361,91.12,92.5,88.63
17-05-2013,91.5,18986880,92.5,94.4399,87.5
16-05-2013,92.248,21577970,94.7,95,88.66
15-05-2013,84.842,16642860,81.8,86.88,78.11
14-05-2013,83.24,37103240,94.22,97.12,81.15
13-05-2013,87.8,22343570,80.99,88,79.151
10-05-2013,76.764,25072050,69.65,81,69.25
09-05-2013,69.4,28551660,70.12,75.77,63.69
08-05-2013,55.7865,5838969,57.5,58.2,55.71
07-05-2013,55.51,9985041,62,62.37,55.12
06-05-2013,59.5,4365030,56.39,59.66,55.5
03-05-2013,54.55,3378303,56.47,56.47,54.5
02-05-2013,54.11,3045669,53.85,55.27,53.7
01-05-2013,53.28,2742593,55.99,55.99,53
30-04-2013,53.99,5522548,56,58.18,53.76
29-04-2013,54.94,3638381,51.76,54.99,51.2
26-04-2013,51.2,3620350,53.13,53.74,50.62
25-04-2013,52,2795635,50.5,52.4,50.5
24-04-2013,50.43,2629908,50.9,51.05,48.98
23-04-2013,51.01,3733250,51,52.92,50.66
22-04-2013,50.19,3939327,48.6,50.2,47.75
19-04-2013,47.83,3011536,47.46,49.88,47.07
18-04-2013,46.97,3367887,45.98,47.599,45.3901
17-04-2013,45.45,2118428,45.5,45.95,44.54
16-04-2013,45.59,3180338,44.19,46.14,43.91
15-04-2013,43.3,1677780,43.5,43.8,42.51
12-04-2013,43.75,3149372,43.25,45.139,43.05
11-04-2013,43.59,3446342,42.06,44.55,41.75
10-04-2013,41.86,2121088,40.7,42.01,40.61
09-04-2013,40.5,1696036,41.8,41.8299,40.33
08-04-2013,41.83,1679001,41.97,42.5499,41.51
05-04-2013,41.37,1552097,42,42,40.5
04-04-2013,42.01,2264742,41.11,42.25,40.811
03-04-2013,41.1,5643205,43.1,43.47,40.2105
02-04-2013,44.34,6600998,43.6,45.5,43.5101
01-04-2013,43.93,14088400,42.36,46.68,41.7
28-03-2013,37.89,1158652,38.23,38.24,37.75
27-03-2013,38.16,1296283,37.94,38.38,37.31
26-03-2013,37.86,1805587,37.98,38.22,37.66
25-03-2013,37.53,2375218,37.1,38.52,36.77
22-03-2013,36.62,442535,36.2,36.8,36.2
21-03-2013,36.01,1146287,35.95,37.06,35.74
20-03-2013,35.95,1422984,35.26,36.07,35.16
19-03-2013,35.08,1083765,35.25,35.6,34.94
18-03-2013,35.15,1316036,35.3,36.06,34.92
15-03-2013,35.29,3279577,36.64,36.65,35.21
14-03-2013,36.85,2020811,38.9,38.91,36.77
13-03-2013,38.98,821986,39,39.49,38.81
12-03-2013,39.12,1274426,38.9,39.38,38.85
11-03-2013,39.1,1579440,38.87,39.44,38.65
08-03-2013,38.47,912052,38.06,39.44,37.36
07-03-2013,38.23,1158254,37.73,38.65,36.88
06-03-2013,37.69,1149925,37.01,37.88,36.97
05-03-2013,36.65,2086969,36,36.92,35.79
04-03-2013,35.58,1757660,34.77,35.83,34.7
01-03-2013,34.65,1546400,35,35.08,34.25
28-02-2013,34.83,1964893,35.89,36.1,34.37
27-02-2013,35.1,1959129,34.41,35.41,34.4
26-02-2013,34.43,2762900,34.46,34.96,33.8
25-02-2013,34.38,2889237,36.15,36.75,34.34
22-02-2013,36.11,2545223,35.72,36.39,35.6
21-02-2013,35.16,9035810,36.49,37.39,34.54
20-02-2013,38.54,3078371,39.3,39.65,38.46
19-02-2013,39.28,2700540,37.36,39.29,37.31
15-02-2013,37.04,2017449,38.5,38.51,36.95
14-02-2013,38.3,990640,38.64,38.75,38.21
13-02-2013,38.45,966802,38.3,39,38.05
12-02-2013,37.89,2260409,38.45,38.87,37.29
11-02-2013,38.42,3265648,37.98,39.15,37.5
08-02-2013,39.24,1139533,39.45,40,39.14
07-02-2013,39.48,1196521,39.19,39.68,38.95
06-02-2013,39.17,1892848,38.18,39.39,37.9045
05-02-2013,38.13,1310192,38,38.65,37.68
04-02-2013,37.74,1127989,38.4,38.42,37.59
01-02-2013,38.3,1100390,38.17,38.5,37.62
31-01-2013,37.51,901318,37.87,37.87,36.93
30-01-2013,37.52,968098,37.85,38,37.43
29-01-2013,37.95,1426503,38.1,38.44,37.13
28-01-2013,38.03,1985892,36.86,38.71,36.86
25-01-2013,36.98,1287703,37,37.54,36.8
24-01-2013,36.99,1970389,36,37.72,35.84
23-01-2013,36,1563452,35.02,36.24,34.96
22-01-2013,35.19,1920131,34.56,35.55,34.26
18-01-2013,34.52,3555074,34.74,34.78,33.82
17-01-2013,34.38,1436604,34.16,34.85,33.92
16-01-2013,34.1,1378138,33.85,34.23,33.73
15-01-2013,33.9,1623845,33.11,34.25,33.08
14-01-2013,33.26,925018,33.08,33.38,32.85
11-01-2013,32.91,1562974,34.04,34.04,32.11
10-01-2013,33.53,922405,33.87,33.99,33.38
09-01-2013,33.64,697979,34.01,34.19,33.4
08-01-2013,33.68,1283743,34.5,34.5,33.11
07-01-2013,34.34,441909,34.8,34.8,33.9
04-01-2013,34.4,673993,34.8,34.8,33.92
03-01-2013,34.77,741941,35.18,35.45,34.75
02-01-2013,35.36,1194710,35,35.4499,34.705
31-12-2012,33.87,594846,33,33.97,33
28-12-2012,33.22,414035,33.38,33.65,33.02
27-12-2012,33.69,561085,33.5,33.91,33
26-12-2012,33.59,601384,33.96,34.5,33.5
24-12-2012,34.28,375796,33.64,34.35,33.55
